target,discovered,wrong letters,number of hits,lives remaining,game won
digital,"['d', 'i', 'g', 'i', '_', 'a', 'l']","['b', 'c', 'e', 'f', 'h', 'j', 'k', 'm', 'n', 'o']",6,0,False
toner,"['_', '_', '_', 'e', '_']","['a', 'b', 'c', 'd', 'f', 'g', 'h', 'i', 'j', 'k']",1,0,False
flavour,"['f', 'l', 'a', '_', '_', '_', '_']","['b', 'c', 'd', 'e', 'g', 'h', 'i', 'j', 'k', 'm']",3,0,False
orderings,"['o', '_', 'd', 'e', '_', 'i', 'n', 'g', '_']","['a', 'b', 'c', 'f', 'h', 'j', 'k', 'l', 'm', 'p']",6,0,False
let,"['_', 'e', '_']","['a', 'b', 'c', 'd', 'f', 'g', 'h', 'i', 'j', 'k']",1,0,False
lander,"['l', 'a', 'n', 'd', 'e', '_']","['b', 'c', 'f', 'g', 'h', 'i', 'j', 'k', 'm', 'o']",5,0,False
aggravating,"['a', 'g', 'g', '_', 'a', '_', 'a', '_', 'i', '_', 'g']","['b', 'c', 'd', 'e', 'f', 'h', 'j', 'k', 'l', 'm']",7,0,False
placards,"['_', 'l', 'a', 'c', 'a', '_', 'd', '_']","['b', 'e', 'f', 'g', 'h', 'i', 'j', 'k', 'm', 'n']",5,0,False
waviness,"['_', 'a', '_', 'i', '_', 'e', '_', '_']","['b', 'c', 'd', 'f', 'g', 'h', 'j', 'k', 'l', 'm']",3,0,False
judgments,"['j', '_', 'd', 'g', 'm', 'e', 'n', '_', '_']","['a', 'b', 'c', 'f', 'h', 'i', 'k', 'l', 'o', 'p']",6,0,False
restate,"['_', 'e', '_', '_', 'a', '_', 'e']","['b', 'c', 'd', 'f', 'g', 'h', 'i', 'j', 'k', 'l']",3,0,False
shunning,"['_', 'h', '_', '_', '_', 'i', '_', 'g']","['a', 'b', 'c', 'd', 'e', 'f', 'j', 'k', 'l', 'm']",3,0,False
aping,"['a', '_', 'i', '_', 'g']","['b', 'c', 'd', 'e', 'f', 'h', 'j', 'k', 'l', 'm']",3,0,False
vesicle,"['_', 'e', '_', 'i', 'c', 'l', 'e']","['a', 'b', 'd', 'f', 'g', 'h', 'j', 'k', 'm', 'n']",5,0,False
croquet,"['c', '_', '_', '_', '_', 'e', '_']","['a', 'b', 'd', 'f', 'g', 'h', 'i', 'j', 'k', 'l']",2,0,False
fleshlier,"['f', 'l', 'e', '_', 'h', 'l', 'i', 'e', '_']","['a', 'b', 'c', 'd', 'g', 'j', 'k', 'm', 'n', 'o']",7,0,False
waggles,"['_', 'a', 'g', 'g', 'l', 'e', '_']","['b', 'c', 'd', 'f', 'h', 'i', 'j', 'k', 'm', 'n']",5,0,False
cabarets,"['c', 'a', 'b', 'a', '_', 'e', '_', '_']","['d', 'f', 'g', 'h', 'i', 'j', 'k', 'l', 'm', 'n']",5,0,False
funereal,"['f', '_', 'n', 'e', '_', 'e', 'a', 'l']","['b', 'c', 'd', 'g', 'h', 'i', 'j', 'k', 'm', 'o']",6,0,False
sail,"['_', 'a', 'i', 'l']","['b', 'c', 'd', 'e', 'f', 'g', 'h', 'j', 'k', 'm']",3,0,False
orbiting,"['_', '_', 'b', 'i', '_', 'i', '_', 'g']","['a', 'c', 'd', 'e', 'f', 'h', 'j', 'k', 'l', 'm']",4,0,False
recoiled,"['_', 'e', 'c', 'o', 'i', 'l', 'e', 'd']","['a', 'b', 'f', 'g', 'h', 'j', 'k', 'm', 'n', 'p']",7,0,False
unstopping,"['_', '_', '_', '_', '_', '_', '_', 'i', '_', 'g']","['a', 'b', 'c', 'd', 'e', 'f', 'h', 'j', 'k', 'l']",2,0,False
slipperiest,"['_', 'l', 'i', '_', '_', 'e', '_', 'i', 'e', '_', '_']","['a', 'b', 'c', 'd', 'f', 'g', 'h', 'j', 'k', 'm']",5,0,False
identify,"['i', 'd', 'e', 'n', '_', 'i', 'f', '_']","['a', 'b', 'c', 'g', 'h', 'j', 'k', 'l', 'm', 'o']",6,0,False
technicality,"['_', 'e', 'c', 'h', 'n', 'i', 'c', 'a', 'l', 'i', '_', '_']","['b', 'd', 'f', 'g', 'j', 'k', 'm', 'o', 'p', 'q']",9,0,False
uncharted,"['_', 'n', 'c', 'h', 'a', '_', '_', 'e', 'd']","['b', 'f', 'g', 'i', 'j', 'k', 'l', 'm', 'o', 'p']",6,0,False
raggedness,"['_', 'a', 'g', 'g', 'e', 'd', 'n', 'e', '_', '_']","['b', 'c', 'f', 'h', 'i', 'j', 'k', 'l', 'm', 'o']",7,0,False
cosmetic,"['c', '_', '_', 'm', 'e', '_', 'i', 'c']","['a', 'b', 'd', 'f', 'g', 'h', 'j', 'k', 'l', 'n']",5,0,False
cricks,"['c', '_', 'i', 'c', 'k', '_']","['a', 'b', 'd', 'e', 'f', 'g', 'h', 'j', 'l', 'm']",4,0,False
tiresomeness,"['_', 'i', '_', 'e', '_', '_', '_', 'e', '_', 'e', '_', '_']","['a', 'b', 'c', 'd', 'f', 'g', 'h', 'j', 'k', 'l']",4,0,False
tuberous,"['_', '_', 'b', 'e', '_', '_', '_', '_']","['a', 'c', 'd', 'f', 'g', 'h', 'i', 'j', 'k', 'l']",2,0,False
planning,"['_', 'l', 'a', 'n', 'n', 'i', 'n', 'g']","['b', 'c', 'd', 'e', 'f', 'h', 'j', 'k', 'm', 'o']",7,0,False
hypertension,"['h', '_', '_', 'e', '_', '_', 'e', '_', '_', 'i', '_', '_']","['a', 'b', 'c', 'd', 'f', 'g', 'j', 'k', 'l', 'm']",4,0,False
serviette,"['_', 'e', '_', '_', 'i', 'e', '_', '_', 'e']","['a', 'b', 'c', 'd', 'f', 'g', 'h', 'j', 'k', 'l']",4,0,False
thanksgivings,"['_', 'h', 'a', 'n', 'k', '_', 'g', 'i', '_', 'i', 'n', 'g', '_']","['b', 'c', 'd', 'e', 'f', 'j', 'l', 'm', 'o', 'p']",9,0,False
cumulus,"['c', '_', '_', '_', '_', '_', '_']","['a', 'b', 'd', 'e', 'f', 'g', 'h', 'i', 'j', 'k']",1,0,False
prescribing,"['p', '_', 'e', '_', 'c', '_', 'i', 'b', 'i', 'n', 'g']","['a', 'd', 'f', 'h', 'j', 'k', 'l', 'm', 'o', 'q']",8,0,False
transaction,"['_', '_', 'a', '_', '_', 'a', 'c', '_', 'i', '_', '_']","['b', 'd', 'e', 'f', 'g', 'h', 'j', 'k', 'l', 'm']",4,0,False
moistened,"['m', 'o', 'i', '_', '_', 'e', 'n', 'e', 'd']","['a', 'b', 'c', 'f', 'g', 'h', 'j', 'k', 'l', 'p']",7,0,False
characterisations,"['c', 'h', 'a', '_', 'a', 'c', '_', 'e', '_', 'i', '_', 'a', '_', 'i', 'o', 'n', '_']","['b', 'd', 'f', 'g', 'j', 'k', 'l', 'm', 'p', 'q']",11,0,False
quibbled,"['_', '_', 'i', 'b', 'b', 'l', 'e', 'd']","['a', 'c', 'f', 'g', 'h', 'j', 'k', 'm', 'n', 'o']",6,0,False
smarten,"['_', '_', 'a', '_', '_', 'e', '_']","['b', 'c', 'd', 'f', 'g', 'h', 'i', 'j', 'k', 'l']",2,0,False
industrialism,"['i', 'n', 'd', '_', '_', '_', '_', 'i', 'a', 'l', 'i', '_', 'm']","['b', 'c', 'e', 'f', 'g', 'h', 'j', 'k', 'o', 'p']",8,0,False
averts,"['a', '_', 'e', '_', '_', '_']","['b', 'c', 'd', 'f', 'g', 'h', 'i', 'j', 'k', 'l']",2,0,False
telethons,"['_', 'e', 'l', 'e', '_', 'h', '_', '_', '_']","['a', 'b', 'c', 'd', 'f', 'g', 'i', 'j', 'k', 'm']",4,0,False
terse,"['_', 'e', '_', '_', 'e']","['a', 'b', 'c', 'd', 'f', 'g', 'h', 'i', 'j', 'k']",2,0,False
faggots,"['f', 'a', 'g', 'g', '_', '_', '_']","['b', 'c', 'd', 'e', 'h', 'i', 'j', 'k', 'l', 'm']",4,0,False
renounces,"['_', 'e', '_', '_', '_', '_', 'c', 'e', '_']","['a', 'b', 'd', 'f', 'g', 'h', 'i', 'j', 'k', 'l']",3,0,False
attorneys,"['a', '_', '_', '_', '_', '_', 'e', '_', '_']","['b', 'c', 'd', 'f', 'g', 'h', 'i', 'j', 'k', 'l']",2,0,False
caulk,"['c', 'a', '_', 'l', 'k']","['b', 'd', 'e', 'f', 'g', 'h', 'i', 'j', 'm', 'n']",4,0,False
borrow,"['b', '_', '_', '_', '_', '_']","['a', 'c', 'd', 'e', 'f', 'g', 'h', 'i', 'j', 'k']",1,0,False
husbands,"['h', '_', '_', 'b', 'a', 'n', 'd', '_']","['c', 'e', 'f', 'g', 'i', 'j', 'k', 'l', 'm', 'o']",5,0,False
altruist,"['a', 'l', '_', '_', '_', 'i', '_', '_']","['b', 'c', 'd', 'e', 'f', 'g', 'h', 'j', 'k', 'm']",3,0,False
microcomputers,"['m', 'i', 'c', '_', '_', 'c', '_', 'm', '_', '_', '_', 'e', '_', '_']","['a', 'b', 'd', 'f', 'g', 'h', 'j', 'k', 'l', 'n']",6,0,False
figurines,"['f', 'i', 'g', '_', '_', 'i', 'n', 'e', '_']","['a', 'b', 'c', 'd', 'h', 'j', 'k', 'l', 'm', 'o']",6,0,False
pitcher,"['_', 'i', '_', 'c', 'h', 'e', '_']","['a', 'b', 'd', 'f', 'g', 'j', 'k', 'l', 'm', 'n']",4,0,False
zircons,"['_', 'i', '_', 'c', '_', '_', '_']","['a', 'b', 'd', 'e', 'f', 'g', 'h', 'j', 'k', 'l']",2,0,False
domesticating,"['d', 'o', 'm', 'e', 's', 't', 'i', 'c', 'a', 't', 'i', 'n', 'g']","['b', 'f', 'h', 'j', 'k', 'l', 'p', 'q', 'r']",13,1,True
neighed,"['n', 'e', 'i', 'g', 'h', 'e', 'd']","['a', 'b', 'c', 'f', 'j', 'k', 'l', 'm']",7,2,True
hypochondria,"['h', '_', 'p', 'o', 'c', 'h', 'o', 'n', 'd', 'r', 'i', 'a']","['b', 'e', 'f', 'g', 'j', 'k', 'l', 'm', 'q', 's']",11,0,False
impermissible,"['i', 'm', '_', 'e', '_', 'm', 'i', '_', '_', 'i', 'b', 'l', 'e']","['a', 'c', 'd', 'f', 'g', 'h', 'j', 'k', 'n', 'o']",9,0,False
abated,"['a', 'b', 'a', '_', 'e', 'd']","['c', 'f', 'g', 'h', 'i', 'j', 'k', 'l', 'm', 'n']",5,0,False
stool,"['_', '_', '_', '_', '_']","['a', 'b', 'c', 'd', 'e', 'f', 'g', 'h', 'i', 'j']",0,0,False
waking,"['_', 'a', 'k', 'i', 'n', 'g']","['b', 'c', 'd', 'e', 'f', 'h', 'j', 'l', 'm', 'o']",5,0,False
fiery,"['f', 'i', 'e', '_', '_']","['a', 'b', 'c', 'd', 'g', 'h', 'j', 'k', 'l', 'm']",3,0,False
chimps,"['c', 'h', 'i', 'm', '_', '_']","['a', 'b', 'd', 'e', 'f', 'g', 'j', 'k', 'l', 'n']",4,0,False
almond,"['a', 'l', 'm', 'o', 'n', 'd']","['b', 'c', 'e', 'f', 'g', 'h', 'i', 'j', 'k']",6,1,True
rivalries,"['_', 'i', '_', 'a', 'l', '_', 'i', 'e', '_']","['b', 'c', 'd', 'f', 'g', 'h', 'j', 'k', 'm', 'n']",5,0,False
lapels,"['l', 'a', '_', 'e', 'l', '_']","['b', 'c', 'd', 'f', 'g', 'h', 'i', 'j', 'k', 'm']",4,0,False
dressier,"['d', '_', 'e', '_', '_', 'i', 'e', '_']","['a', 'b', 'c', 'f', 'g', 'h', 'j', 'k', 'l', 'm']",4,0,False
envying,"['e', '_', '_', '_', 'i', '_', 'g']","['a', 'b', 'c', 'd', 'f', 'h', 'j', 'k', 'l', 'm']",3,0,False
realists,"['_', 'e', 'a', 'l', 'i', '_', '_', '_']","['b', 'c', 'd', 'f', 'g', 'h', 'j', 'k', 'm', 'n']",4,0,False
hens,"['h', 'e', '_', '_']","['a', 'b', 'c', 'd', 'f', 'g', 'i', 'j', 'k', 'l']",2,0,False
misplaying,"['m', 'i', '_', 'p', 'l', 'a', '_', 'i', 'n', 'g']","['b', 'c', 'd', 'e', 'f', 'h', 'j', 'k', 'o', 'q']",8,0,False
modishly,"['m', 'o', 'd', 'i', '_', 'h', 'l', '_']","['a', 'b', 'c', 'e', 'f', 'g', 'j', 'k', 'n', 'p']",6,0,False
westward,"['_', 'e', '_', '_', '_', 'a', '_', 'd']","['b', 'c', 'f', 'g', 'h', 'i', 'j', 'k', 'l', 'm']",3,0,False
harken,"['h', 'a', '_', 'k', 'e', 'n']","['b', 'c', 'd', 'f', 'g', 'i', 'j', 'l', 'm', 'o']",5,0,False
hairy,"['h', 'a', 'i', '_', '_']","['b', 'c', 'd', 'e', 'f', 'g', 'j', 'k', 'l', 'm']",3,0,False
gibbon,"['g', 'i', 'b', 'b', '_', '_']","['a', 'c', 'd', 'e', 'f', 'h', 'j', 'k', 'l', 'm']",4,0,False
fresh,"['f', '_', 'e', '_', 'h']","['a', 'b', 'c', 'd', 'g', 'i', 'j', 'k', 'l', 'm']",3,0,False
subpoenaed,"['_', '_', 'b', 'p', 'o', 'e', 'n', 'a', 'e', 'd']","['c', 'f', 'g', 'h', 'i', 'j', 'k', 'l', 'm', 'q']",8,0,False
inching,"['i', 'n', 'c', 'h', 'i', 'n', 'g']","['a', 'b', 'd', 'e', 'f', 'j', 'k', 'l', 'm']",7,1,True
ejection,"['e', 'j', 'e', 'c', '_', 'i', 'o', 'n']","['a', 'b', 'd', 'f', 'g', 'h', 'k', 'l', 'm', 'p']",7,0,False
a,['a'],[],1,10,True
prompted,"['_', '_', '_', '_', '_', '_', 'e', 'd']","['a', 'b', 'c', 'f', 'g', 'h', 'i', 'j', 'k', 'l']",2,0,False
excursions,"['e', '_', 'c', '_', '_', '_', 'i', '_', '_', '_']","['a', 'b', 'd', 'f', 'g', 'h', 'j', 'k', 'l', 'm']",3,0,False
hyperventilate,"['h', '_', 'p', 'e', '_', '_', 'e', 'n', '_', 'i', 'l', 'a', '_', 'e']","['b', 'c', 'd', 'f', 'g', 'j', 'k', 'm', 'o', 'q']",9,0,False
labour,"['l', 'a', 'b', '_', '_', '_']","['c', 'd', 'e', 'f', 'g', 'h', 'i', 'j', 'k', 'm']",3,0,False
