target,discovered,wrong letters,number of hits,lives remaining,game won
junking,"['_', 'u', 'n', '_', 'i', 'n', '_']","['e', 't', 'a', 'o', 'h', 's', 'r', 'd', 'l', 'm']",4,0,False
ale,"['a', 'l', 'e']","['t', 'o', 'i', 'h', 'n', 's', 'r', 'd']",3,2,True
preciser,"['_', 'r', 'e', '_', 'i', 's', 'e', 'r']","['t', 'a', 'o', 'h', 'n', 'd', 'l', 'u', 'm', 'w']",6,0,False
staples,"['s', 't', 'a', '_', 'l', 'e', 's']","['o', 'i', 'h', 'n', 'r', 'd', 'u', 'm', 'w', 'c']",6,0,False
handicappers,"['h', 'a', 'n', 'd', 'i', 'c', 'a', 'p', 'p', 'e', 'r', 's']","['t', 'o', 'l', 'u', 'm', 'w', 'y', 'f', 'g']",12,1,True
violates,"['_', 'i', 'o', 'l', 'a', 't', 'e', 's']","['h', 'n', 'r', 'd', 'u', 'm', 'w', 'c', 'y', 'f']",7,0,False
guillotine,"['_', 'u', 'i', 'l', 'l', 'o', 't', 'i', 'n', 'e']","['a', 'h', 's', 'r', 'd', 'm', 'w', 'c', 'y', 'f']",9,0,False
enthralled,"['e', 'n', 't', 'h', 'r', 'a', 'l', 'l', 'e', 'd']","['o', 'i', 's']",10,7,True
objected,"['o', '_', '_', 'e', '_', 't', 'e', 'd']","['a', 'i', 'h', 'n', 's', 'r', 'l', 'u', 'm', 'w']",5,0,False
rearward,"['r', 'e', 'a', 'r', 'w', 'a', 'r', 'd']","['t', 'o', 'i', 'h', 'n', 's', 'l', 'u', 'm']",8,1,True
gratuities,"['_', 'r', 'a', 't', 'u', 'i', 't', 'i', 'e', 's']","['o', 'h', 'n', 'd', 'l', 'm', 'w', 'c', 'y', 'f']",9,0,False
dynamo,"['d', '_', 'n', 'a', 'm', 'o']","['e', 't', 'i', 'h', 's', 'r', 'l', 'u', 'w', 'c']",5,0,False
chintz,"['_', 'h', 'i', 'n', 't', '_']","['e', 'a', 'o', 's', 'r', 'd', 'l', 'u', 'm', 'w']",4,0,False
sectioned,"['s', 'e', 'c', 't', 'i', 'o', 'n', 'e', 'd']","['a', 'h', 'r', 'l', 'u', 'm', 'w']",9,3,True
ephemeral,"['e', '_', 'h', 'e', 'm', 'e', 'r', 'a', 'l']","['t', 'o', 'i', 'n', 's', 'd', 'u', 'w', 'c', 'y']",8,0,False
inferential,"['i', 'n', 'f', 'e', 'r', 'e', 'n', 't', 'i', 'a', 'l']","['o', 'h', 's', 'd', 'u', 'm', 'w', 'c', 'y']",11,1,True
standings,"['s', 't', 'a', 'n', 'd', 'i', 'n', '_', 's']","['e', 'o', 'h', 'r', 'l', 'u', 'm', 'w', 'c', 'y']",8,0,False
celebrities,"['c', 'e', 'l', 'e', '_', 'r', 'i', 't', 'i', 'e', 's']","['a', 'o', 'h', 'n', 'd', 'u', 'm', 'w', 'y', 'f']",10,0,False
relocating,"['r', 'e', 'l', 'o', 'c', 'a', 't', 'i', 'n', 'g']","['h', 's', 'd', 'u', 'm', 'w', 'y', 'f']",10,2,True
preponderance,"['_', 'r', 'e', '_', 'o', 'n', 'd', 'e', 'r', 'a', 'n', 'c', 'e']","['t', 'i', 'h', 's', 'l', 'u', 'm', 'w', 'y', 'f']",11,0,False
pedagog,"['_', 'e', 'd', 'a', '_', 'o', '_']","['t', 'i', 'h', 'n', 's', 'r', 'l', 'u', 'm', 'w']",4,0,False
sunlamp,"['s', 'u', 'n', 'l', 'a', 'm', '_']","['e', 't', 'o', 'i', 'h', 'r', 'd', 'w', 'c', 'y']",6,0,False
shakiest,"['s', 'h', 'a', '_', 'i', 'e', 's', 't']","['o', 'n', 'r', 'd', 'l', 'u', 'm', 'w', 'c', 'y']",7,0,False
disbursed,"['d', 'i', 's', '_', 'u', 'r', 's', 'e', 'd']","['t', 'a', 'o', 'h', 'n', 'l', 'm', 'w', 'c', 'y']",8,0,False
amplifies,"['a', 'm', '_', 'l', 'i', '_', 'i', 'e', 's']","['t', 'o', 'h', 'n', 'r', 'd', 'u', 'w', 'c', 'y']",7,0,False
decal,"['d', 'e', '_', 'a', 'l']","['t', 'o', 'i', 'h', 'n', 's', 'r', 'u', 'm', 'w']",4,0,False
choices,"['c', 'h', 'o', 'i', 'c', 'e', 's']","['t', 'a', 'n', 'r', 'd', 'l', 'u', 'm', 'w']",7,1,True
monosyllables,"['m', 'o', 'n', 'o', 's', 'y', 'l', 'l', 'a', '_', 'l', 'e', 's']","['t', 'i', 'h', 'r', 'd', 'u', 'w', 'c', 'f', 'g']",12,0,False
worms,"['w', 'o', 'r', 'm', 's']","['e', 't', 'a', 'i', 'h', 'n', 'd', 'l', 'u']",5,1,True
pipits,"['_', 'i', '_', 'i', 't', 's']","['e', 'a', 'o', 'h', 'n', 'r', 'd', 'l', 'u', 'm']",4,0,False
minster,"['m', 'i', 'n', 's', 't', 'e', 'r']","['a', 'o', 'h', 'd', 'l', 'u']",7,4,True
dialogues,"['d', 'i', 'a', 'l', 'o', 'g', 'u', 'e', 's']","['t', 'h', 'n', 'r', 'm', 'w', 'c', 'y', 'f']",9,1,True
disengagements,"['d', 'i', 's', 'e', 'n', 'g', 'a', 'g', 'e', 'm', 'e', 'n', 't', 's']","['o', 'h', 'r', 'l', 'u', 'w', 'c', 'y', 'f']",14,1,True
category,"['c', 'a', 't', 'e', '_', 'o', 'r', 'y']","['i', 'h', 'n', 's', 'd', 'l', 'u', 'm', 'w', 'f']",7,0,False
halted,"['h', 'a', 'l', 't', 'e', 'd']","['o', 'i', 'n', 's', 'r']",6,5,True
wagered,"['w', 'a', '_', 'e', 'r', 'e', 'd']","['t', 'o', 'i', 'h', 'n', 's', 'l', 'u', 'm', 'c']",6,0,False
humanists,"['h', 'u', 'm', 'a', 'n', 'i', 's', 't', 's']","['e', 'o', 'r', 'd', 'l']",9,5,True
huffiest,"['h', 'u', '_', '_', 'i', 'e', 's', 't']","['a', 'o', 'n', 'r', 'd', 'l', 'm', 'w', 'c', 'y']",6,0,False
redeem,"['r', 'e', 'd', 'e', 'e', 'm']","['t', 'a', 'o', 'i', 'h', 'n', 's', 'l', 'u']",6,1,True
understudies,"['u', 'n', 'd', 'e', 'r', 's', 't', 'u', 'd', 'i', 'e', 's']","['a', 'o', 'h', 'l']",12,6,True
broader,"['_', 'r', 'o', 'a', 'd', 'e', 'r']","['t', 'i', 'h', 'n', 's', 'l', 'u', 'm', 'w', 'c']",6,0,False
adroitly,"['a', 'd', 'r', 'o', 'i', 't', 'l', 'y']","['e', 'h', 'n', 's', 'u', 'm', 'w', 'c']",8,2,True
huskily,"['h', 'u', 's', '_', 'i', 'l', '_']","['e', 't', 'a', 'o', 'n', 'r', 'd', 'm', 'w', 'c']",5,0,False
electricians,"['e', 'l', 'e', 'c', 't', 'r', 'i', 'c', 'i', 'a', 'n', 's']","['o', 'h', 'd', 'u', 'm', 'w']",12,4,True
cyclical,"['_', '_', '_', 'l', 'i', '_', 'a', 'l']","['e', 't', 'o', 'h', 'n', 's', 'r', 'd', 'u', 'm']",4,0,False
encodes,"['e', 'n', 'c', 'o', 'd', 'e', 's']","['t', 'a', 'i', 'h', 'r', 'l', 'u', 'm', 'w']",7,1,True
phial,"['_', 'h', 'i', 'a', 'l']","['e', 't', 'o', 'n', 's', 'r', 'd', 'u', 'm', 'w']",4,0,False
releases,"['r', 'e', 'l', 'e', 'a', 's', 'e', 's']","['t', 'o', 'i', 'h', 'n', 'd']",8,4,True
airship,"['a', 'i', 'r', 's', 'h', 'i', '_']","['e', 't', 'o', 'n', 'd', 'l', 'u', 'm', 'w', 'c']",6,0,False
atmospheric,"['a', 't', 'm', 'o', 's', 'p', 'h', 'e', 'r', 'i', 'c']","['n', 'd', 'l', 'u', 'w', 'y', 'f', 'g']",11,2,True
chaperoning,"['c', 'h', 'a', 'p', 'e', 'r', 'o', 'n', 'i', 'n', 'g']","['t', 's', 'd', 'l', 'u', 'm', 'w', 'y', 'f']",11,1,True
unassigned,"['u', 'n', 'a', 's', 's', 'i', '_', 'n', 'e', 'd']","['t', 'o', 'h', 'r', 'l', 'm', 'w', 'c', 'y', 'f']",9,0,False
dauntlessness,"['d', 'a', 'u', 'n', 't', 'l', 'e', 's', 's', 'n', 'e', 's', 's']","['o', 'i', 'h', 'r']",13,6,True
sentences,"['s', 'e', 'n', 't', 'e', 'n', '_', 'e', 's']","['a', 'o', 'i', 'h', 'r', 'd', 'l', 'u', 'm', 'w']",8,0,False
savouriest,"['s', 'a', '_', 'o', 'u', 'r', 'i', 'e', 's', 't']","['h', 'n', 'd', 'l', 'm', 'w', 'c', 'y', 'f', 'g']",9,0,False
homers,"['h', 'o', 'm', 'e', 'r', 's']","['t', 'a', 'i', 'n', 'd', 'l', 'u']",6,3,True
timorously,"['t', 'i', 'm', 'o', 'r', 'o', 'u', 's', 'l', 'y']","['e', 'a', 'h', 'n', 'd', 'w', 'c']",10,3,True
raspier,"['r', 'a', 's', '_', 'i', 'e', 'r']","['t', 'o', 'h', 'n', 'd', 'l', 'u', 'm', 'w', 'c']",6,0,False
drawback,"['d', 'r', 'a', '_', '_', 'a', '_', '_']","['e', 't', 'o', 'i', 'h', 'n', 's', 'l', 'u', 'm']",4,0,False
infiltrating,"['i', 'n', '_', 'i', 'l', 't', 'r', 'a', 't', 'i', 'n', '_']","['e', 'o', 'h', 's', 'd', 'u', 'm', 'w', 'c', 'y']",10,0,False
pitchforks,"['_', 'i', 't', 'c', 'h', 'f', 'o', 'r', '_', 's']","['e', 'a', 'n', 'd', 'l', 'u', 'm', 'w', 'y', 'g']",8,0,False
necrosis,"['n', 'e', 'c', 'r', 'o', 's', 'i', 's']","['t', 'a', 'h', 'd', 'l', 'u', 'm', 'w']",8,2,True
grounders,"['_', 'r', 'o', 'u', 'n', 'd', 'e', 'r', 's']","['t', 'a', 'i', 'h', 'l', 'm', 'w', 'c', 'y', 'f']",8,0,False
sympathisers,"['s', 'y', 'm', 'p', 'a', 't', 'h', 'i', 's', 'e', 'r', 's']","['o', 'n', 'd', 'l', 'u', 'w', 'c', 'f', 'g']",12,1,True
pushiest,"['_', 'u', 's', 'h', 'i', 'e', 's', 't']","['a', 'o', 'n', 'r', 'd', 'l', 'm', 'w', 'c', 'y']",7,0,False
molehill,"['m', 'o', 'l', 'e', 'h', 'i', 'l', 'l']","['t', 'a', 'n', 's', 'r', 'd', 'u']",8,3,True
cheeseburger,"['c', 'h', 'e', 'e', 's', 'e', '_', 'u', 'r', '_', 'e', 'r']","['t', 'a', 'o', 'i', 'n', 'd', 'l', 'm', 'w', 'y']",10,0,False
taskmasters,"['t', 'a', 's', '_', 'm', 'a', 's', 't', 'e', 'r', 's']","['o', 'i', 'h', 'n', 'd', 'l', 'u', 'w', 'c', 'y']",10,0,False
lucking,"['l', 'u', '_', '_', 'i', 'n', '_']","['e', 't', 'a', 'o', 'h', 's', 'r', 'd', 'm', 'w']",4,0,False
unscrews,"['u', 'n', 's', 'c', 'r', 'e', 'w', 's']","['t', 'a', 'o', 'i', 'h', 'd', 'l', 'm']",8,2,True
flagellates,"['_', 'l', 'a', '_', 'e', 'l', 'l', 'a', 't', 'e', 's']","['o', 'i', 'h', 'n', 'r', 'd', 'u', 'm', 'w', 'c']",9,0,False
citruses,"['c', 'i', 't', 'r', 'u', 's', 'e', 's']","['a', 'o', 'h', 'n', 'd', 'l', 'm', 'w']",8,2,True
peddled,"['_', 'e', 'd', 'd', 'l', 'e', 'd']","['t', 'a', 'o', 'i', 'h', 'n', 's', 'r', 'u', 'm']",6,0,False
comedians,"['c', 'o', 'm', 'e', 'd', 'i', 'a', 'n', 's']","['t', 'h', 'r', 'l', 'u', 'w']",9,4,True
leviathans,"['l', 'e', '_', 'i', 'a', 't', 'h', 'a', 'n', 's']","['o', 'r', 'd', 'u', 'm', 'w', 'c', 'y', 'f', 'g']",9,0,False
spiritualists,"['s', '_', 'i', 'r', 'i', 't', 'u', 'a', 'l', 'i', 's', 't', 's']","['e', 'o', 'h', 'n', 'd', 'm', 'w', 'c', 'y', 'f']",12,0,False
defected,"['d', 'e', '_', 'e', '_', 't', 'e', 'd']","['a', 'o', 'i', 'h', 'n', 's', 'r', 'l', 'u', 'm']",6,0,False
towellings,"['t', 'o', 'w', 'e', 'l', 'l', 'i', 'n', 'g', 's']","['a', 'h', 'r', 'd', 'u', 'm', 'c', 'y', 'f']",10,1,True
trucks,"['t', 'r', 'u', '_', '_', 's']","['e', 'a', 'o', 'i', 'h', 'n', 'd', 'l', 'm', 'w']",4,0,False
egocentric,"['e', '_', 'o', 'c', 'e', 'n', 't', 'r', 'i', 'c']","['a', 'h', 's', 'd', 'l', 'u', 'm', 'w', 'y', 'f']",9,0,False
toxic,"['t', 'o', '_', 'i', '_']","['e', 'a', 'h', 'n', 's', 'r', 'd', 'l', 'u', 'm']",3,0,False
brigantines,"['_', 'r', 'i', '_', 'a', 'n', 't', 'i', 'n', 'e', 's']","['o', 'h', 'd', 'l', 'u', 'm', 'w', 'c', 'y', 'f']",9,0,False
imagery,"['i', 'm', 'a', '_', 'e', 'r', '_']","['t', 'o', 'h', 'n', 's', 'd', 'l', 'u', 'w', 'c']",5,0,False
melancholic,"['m', 'e', 'l', 'a', 'n', 'c', 'h', 'o', 'l', 'i', 'c']","['t', 's', 'r', 'd', 'u', 'w']",11,4,True
enthusiasms,"['e', 'n', 't', 'h', 'u', 's', 'i', 'a', 's', 'm', 's']","['o', 'r', 'd', 'l']",11,6,True
abraded,"['a', '_', 'r', 'a', 'd', 'e', 'd']","['t', 'o', 'i', 'h', 'n', 's', 'l', 'u', 'm', 'w']",6,0,False
lakes,"['l', 'a', '_', 'e', 's']","['t', 'o', 'i', 'h', 'n', 'r', 'd', 'u', 'm', 'w']",4,0,False
telepathically,"['t', 'e', 'l', 'e', '_', 'a', 't', 'h', 'i', 'c', 'a', 'l', 'l', 'y']","['o', 'n', 's', 'r', 'd', 'u', 'm', 'w', 'f', 'g']",13,0,False
taking,"['t', 'a', '_', 'i', 'n', '_']","['e', 'o', 'h', 's', 'r', 'd', 'l', 'u', 'm', 'w']",4,0,False
tomorrow,"['t', 'o', 'm', 'o', 'r', 'r', 'o', 'w']","['e', 'a', 'i', 'h', 'n', 's', 'd', 'l', 'u']",8,1,True
refile,"['r', 'e', '_', 'i', 'l', 'e']","['t', 'a', 'o', 'h', 'n', 's', 'd', 'u', 'm', 'w']",5,0,False
unkind,"['u', 'n', '_', 'i', 'n', 'd']","['e', 't', 'a', 'o', 'h', 's', 'r', 'l', 'm', 'w']",5,0,False
specimens,"['s', '_', 'e', 'c', 'i', 'm', 'e', 'n', 's']","['t', 'a', 'o', 'h', 'r', 'd', 'l', 'u', 'w', 'y']",8,0,False
regrets,"['r', 'e', '_', 'r', 'e', 't', 's']","['a', 'o', 'i', 'h', 'n', 'd', 'l', 'u', 'm', 'w']",6,0,False
remaindered,"['r', 'e', 'm', 'a', 'i', 'n', 'd', 'e', 'r', 'e', 'd']","['t', 'o', 'h', 's', 'l', 'u']",11,4,True
dignify,"['d', 'i', '_', 'n', 'i', '_', '_']","['e', 't', 'a', 'o', 'h', 's', 'r', 'l', 'u', 'm']",4,0,False
bandwagon,"['_', 'a', 'n', 'd', 'w', 'a', '_', 'o', 'n']","['e', 't', 'i', 'h', 's', 'r', 'l', 'u', 'm', 'c']",7,0,False
pacemakers,"['_', 'a', 'c', 'e', 'm', 'a', '_', 'e', 'r', 's']","['t', 'o', 'i', 'h', 'n', 'd', 'l', 'u', 'w', 'y']",8,0,False
dandles,"['d', 'a', 'n', 'd', 'l', 'e', 's']","['t', 'o', 'i', 'h', 'r']",7,5,True
white,"['w', 'h', 'i', 't', 'e']","['a', 'o', 'n', 's', 'r', 'd', 'l', 'u', 'm']",5,1,True
arena,"['a', 'r', 'e', 'n', 'a']","['t', 'o', 'i', 'h', 's']",5,5,True
surreal,"['s', 'u', 'r', 'r', 'e', 'a', 'l']","['t', 'o', 'i', 'h', 'n', 'd']",7,4,True
gutsiest,"['_', 'u', 't', 's', 'i', 'e', 's', 't']","['a', 'o', 'h', 'n', 'r', 'd', 'l', 'm', 'w', 'c']",7,0,False
annulments,"['a', 'n', 'n', 'u', 'l', 'm', 'e', 'n', 't', 's']","['o', 'i', 'h', 'r', 'd']",10,5,True
accretions,"['a', 'c', 'c', 'r', 'e', 't', 'i', 'o', 'n', 's']","['h', 'd', 'l', 'u', 'm', 'w']",10,4,True
safari,"['s', 'a', '_', 'a', 'r', 'i']","['e', 't', 'o', 'h', 'n', 'd', 'l', 'u', 'm', 'w']",5,0,False
recap,"['r', 'e', '_', 'a', '_']","['t', 'o', 'i', 'h', 'n', 's', 'd', 'l', 'u', 'm']",3,0,False
torts,"['t', 'o', 'r', 't', 's']","['e', 'a', 'i', 'h', 'n']",5,5,True
tyrannised,"['t', 'y', 'r', 'a', 'n', 'n', 'i', 's', 'e', 'd']","['o', 'h', 'l', 'u', 'm', 'w', 'c']",10,3,True
indubitable,"['i', 'n', 'd', 'u', '_', 'i', 't', 'a', '_', 'l', 'e']","['o', 'h', 's', 'r', 'm', 'w', 'c', 'y', 'f', 'g']",9,0,False
